Age,Gender,UndergraduateMajor,Undergraduate GPA,Years of Work Experience,CurrentJobTitle,Annual Salary (Before MBA),HasManagementExperience,GRE/GMAT Score,Undergrad University Ranking,Entrepreneurial Interest,Networking Importance,MBAFundingSource,DesiredPostMBArole,Expected Post-MBA Salary,LocationPreference,ReasonforMBA,OnlineorOnCampus,DecidedToPursueMBA
33,1,4,3.82,4,0,83652,1,423,335,3.6,9.8,1,1,98398,1,3,0,0
23,1,3,3.77,4,3,53249,1,622,16,3.8,1.1,2,4,147006,1,0,0,1
24,0,2,3.58,3,3,94199,0,418,8,8.8,6.6,1,5,94354,1,2,0,0
32,0,2,2.95,9,3,46179,0,253,317,6.1,6.1,1,5,71319,1,2,0,1
31,1,1,2.62,3,5,30845,1,641,92,9.1,1.1,3,2,82350,1,2,1,1
24,0,0,3.01,7,3,69058,1,771,40,4.8,6.6,0,5,113836,1,2,0,1
23,1,3,3.0,2,3,48131,1,761,209,3.4,8.2,0,4,60583,0,2,1,1
30,1,0,3.22,2,4,117427,0,362,185,6.5,1.5,1,5,139156,1,1,0,0
23,0,4,2.37,7,4,67733,1,351,245,9.0,5.5,0,4,132221,0,0,0,1
23,2,4,3.31,2,4,88911,1,766,206,5.5,7.6,3,5,99718,0,3,0,0
24,1,0,2.91,1,5,30345,0,323,85,3.5,8.1,1,1,133260,1,0,1,0
27,0,1,3.24,4,3,46539,1,362,434,3.0,8.4,1,2,78469,0,1,1,0
24,1,1,2.48,2,5,78715,0,329,283,5.0,1.7,0,4,70019,0,0,1,1
29,0,1,2.87,5,5,91154,0,692,341,8.7,7.0,3,1,146234,1,2,1,1
21,1,3,2.42,6,5,60496,0,691,160,3.6,7.5,1,2,151397,1,2,1,0
28,1,4,3.75,2,5,79255,0,656,464,6.0,3.5,0,1,72274,1,3,0,1
27,2,4,2.98,8,5,75009,1,566,412,2.6,9.8,2,5,129998,0,2,0,1
22,1,4,2.45,9,5,119396,0,533,380,7.7,7.5,0,4,171489,0,2,1,0
28,0,3,2.08,0,3,66299,1,395,230,5.1,9.3,3,0,192884,0,3,0,1
21,1,4,3.35,6,4,33875,0,743,119,3.1,7.2,2,1,194787,1,2,0,1
31,0,0,2.43,3,1,94024,1,602,285,7.8,2.2,0,0,196584,0,1,1,1
32,1,2,3.98,6,1,87267,1,322,433,7.6,3.3,2,4,153526,0,0,1,0
29,1,3,3.07,8,1,37079,0,712,243,1.3,4.8,1,5,154318,1,3,1,1
29,0,2,2.58,8,0,42914,0,509,164,5.0,4.9,1,5,169535,0,0,0,0
22,0,0,3.32,0,4,69877,1,350,381,6.3,6.8,0,0,122000,0,2,0,0
27,1,1,2.55,9,3,87551,0,551,119,3.3,6.2,3,2,137028,1,3,0,0
34,1,1,3.64,3,5,45037,0,767,24,1.5,1.8,3,0,117229,0,1,0,1
30,0,1,2.62,6,1,84792,0,588,341,3.6,8.6,3,0,180475,1,0,0,1
23,0,3,3.98,9,4,74650,0,656,384,8.8,8.7,1,0,164386,1,0,0,1
27,0,1,3.21,5,3,48146,0,369,167,4.1,8.7,0,0,144509,1,1,1,1
32,1,3,3.69,8,1,60428,0,634,178,8.1,3.0,1,4,119419,1,2,1,1
30,0,3,2.15,6,4,71677,0,758,392,7.3,3.9,1,4,89534,1,2,1,0
29,1,2,2.7,2,3,74868,0,442,476,9.6,7.6,1,0,175767,1,1,0,1
24,0,1,3.47,6,4,31822,1,669,338,8.8,4.7,1,0,126866,0,2,1,1
32,1,4,3.31,9,5,101340,1,274,467,9.5,5.0,0,5,88297,1,2,1,0
21,0,1,2.39,4,4,114968,0,777,147,1.2,6.4,3,1,84355,1,1,0,1
22,1,1,2.71,1,4,113839,1,766,166,3.7,1.3,3,4,113534,1,3,1,1
21,0,1,2.53,9,0,45461,0,399,428,8.9,1.3,3,2,106331,0,3,0,1
34,1,4,3.23,2,5,109987,1,706,282,4.4,1.5,1,2,173759,1,2,0,0
32,0,4,2.69,5,4,38662,0,711,70,1.5,3.0,0,2,97820,0,0,0,1
25,1,3,2.62,5,5,52183,0,506,238,9.4,9.8,2,1,153664,0,3,0,0
25,1,4,2.41,6,4,101673,1,395,177,5.1,1.9,1,5,161252,1,1,0,1
31,0,3,2.82,5,5,69109,0,260,282,1.5,9.0,3,1,78404,0,2,0,0
27,1,2,2.39,8,3,73211,0,411,92,3.6,2.1,1,0,73355,0,0,1,0
29,1,3,3.93,4,1,103099,0,503,236,8.7,7.6,3,5,112718,1,3,0,1
29,0,1,2.31,4,0,105129,0,467,416,8.1,6.7,2,5,127243,0,0,1,0
23,0,0,3.83,7,1,75638,0,391,418,10.0,7.6,0,0,119202,0,3,0,1
23,0,0,2.86,7,4,42891,0,642,173,5.0,1.8,0,2,186340,1,0,0,1
23,1,1,2.76,0,4,39912,1,490,293,3.7,7.8,3,2,159351,0,0,1,0
24,1,3,2.46,2,3,44903,1,332,89,2.2,3.9,0,4,187858,0,1,0,1
28,0,1,3.27,5,4,100540,1,603,214,3.7,3.3,0,2,109258,1,1,0,1
26,1,4,3.37,5,5,98136,0,671,351,2.8,6.6,1,1,137850,0,3,0,0
28,1,3,2.94,0,1,44282,1,377,262,7.0,1.9,2,5,72108,0,0,0,1
21,1,1,2.11,1,4,71702,0,277,159,7.9,3.2,2,4,197456,0,2,1,0
28,1,4,3.84,9,3,52166,0,490,65,8.2,6.0,2,4,172809,1,2,1,0
24,2,4,3.96,6,0,42096,1,593,104,7.8,8.0,2,2,153400,0,3,1,1
31,1,3,2.86,0,1,46097,0,341,393,5.4,8.8,2,4,73075,1,1,0,1
21,0,2,3.23,9,3,75982,0,355,460,4.5,4.8,3,4,102966,1,2,1,1
28,1,2,2.9,4,3,32030,0,371,405,1.9,9.8,1,0,132440,1,2,1,1
24,0,4,2.64,0,1,35859,1,325,234,6.2,8.0,1,2,145474,0,3,1,0
26,0,2,2.15,5,3,115027,1,588,67,5.1,4.6,0,2,194736,0,3,1,1
28,0,4,2.91,6,0,102717,0,511,256,3.2,4.5,3,5,173932,0,0,1,1
24,1,2,3.64,7,0,108751,1,505,426,8.2,5.0,1,1,160308,0,3,1,0
34,1,4,2.03,2,4,81380,0,608,174,7.4,7.7,3,4,193552,0,2,1,1
23,0,4,3.16,2,5,108126,1,536,133,6.1,3.9,0,4,196251,0,0,1,1
34,0,4,3.76,0,4,77349,0,286,37,2.8,1.9,1,1,199030,1,0,1,0
29,0,4,2.44,2,5,51407,0,726,333,6.1,6.1,3,1,131793,1,2,1,0
23,1,0,2.37,4,1,106183,0,616,29,2.8,6.6,1,4,163195,1,3,1,0
29,0,2,3.54,5,3,116029,1,274,92,7.6,9.5,2,1,126751,1,0,0,1
33,1,4,2.51,2,4,32126,0,395,49,2.6,2.2,3,0,61385,0,3,1,0
22,0,1,2.38,3,3,50339,1,535,153,7.7,5.8,3,1,124544,0,3,0,0
34,0,3,2.76,4,4,35083,1,638,138,5.9,2.9,0,2,109657,0,2,0,0
22,0,1,2.79,4,4,46248,1,446,98,9.8,7.8,3,4,128155,1,0,1,1
22,0,1,3.75,8,0,61545,0,666,15,5.2,4.2,0,4,170105,0,0,1,1
26,1,0,3.24,7,5,36609,0,255,414,3.2,6.7,0,1,171452,1,2,1,1
23,0,2,2.81,0,1,70446,0,553,205,8.6,2.6,3,5,68525,0,3,1,1
33,0,0,3.07,1,3,73502,0,637,229,6.2,6.2,0,0,155585,0,3,0,1
29,0,2,3.91,4,4,41378,0,781,187,5.8,1.1,3,2,141449,1,0,1,1
24,0,4,2.23,2,3,57199,1,473,241,1.9,8.6,0,1,171964,0,1,0,1
21,0,0,2.42,6,0,57921,0,734,55,4.4,6.3,1,5,141075,1,1,1,1
24,0,3,3.93,5,1,43617,0,499,311,1.0,3.0,2,1,125385,0,0,0,1
21,1,2,3.91,1,5,55178,0,722,453,2.9,4.0,1,4,150183,0,0,0,1
34,1,0,2.35,7,5,81983,0,314,142,5.7,2.3,1,2,115286,1,3,0,0
25,0,3,2.29,4,4,59069,0,654,202,5.3,7.1,1,1,188932,1,1,0,1
24,0,1,2.84,5,1,109805,1,548,367,6.1,4.4,2,4,109145,0,3,0,1
28,2,4,2.1,7,5,99197,0,749,482,8.8,9.6,3,0,155769,0,1,1,0
28,0,4,3.31,5,1,92188,0,616,479,3.3,9.1,0,4,71131,0,2,1,1
27,0,1,2.15,9,3,41575,0,737,184,7.1,8.3,3,1,172033,1,3,1,1
23,0,0,2.12,2,0,99645,0,400,499,6.0,3.4,3,1,197129,0,3,1,0
21,0,1,2.97,6,1,73116,1,731,317,8.4,3.6,3,0,84735,0,1,1,0
21,1,3,3.92,3,1,74869,1,272,261,3.4,4.7,2,1,188627,1,2,0,0
32,0,2,2.85,5,5,56981,1,312,262,9.9,9.3,0,5,129064,1,3,1,1
31,1,0,2.71,5,4,75530,1,776,397,7.0,5.3,0,0,136049,1,2,1,1
23,0,2,4.0,4,4,64718,0,366,246,1.4,1.9,2,2,176429,0,2,1,1
26,0,1,3.06,0,3,82976,0,712,424,1.0,3.1,2,4,166081,1,1,1,0
27,1,4,2.75,7,5,73512,0,493,443,8.8,1.4,3,2,83252,1,1,0,1
26,0,2,2.77,9,5,49266,1,700,269,3.4,1.5,0,0,71316,1,2,1,1
34,1,2,2.39,1,0,92336,1,754,302,3.1,9.3,1,5,152986,1,2,1,1
34,0,4,3.02,3,4,68991,1,586,240,5.9,6.6,0,0,159574,0,3,0,0
26,1,2,2.88,2,5,32010,1,539,353,2.5,1.9,2,5,125356,0,3,0,1
26,0,2,2.54,5,3,30493,0,676,229,3.6,6.3,2,1,97431,0,1,1,0
33,1,4,2.32,0,0,81003,1,482,128,5.6,9.7,1,0,157032,0,3,0,0
23,0,4,2.62,8,4,100914,1,720,151,9.8,1.1,1,2,131302,0,0,0,1
26,1,1,3.02,4,4,77729,0,658,149,2.4,7.7,0,4,190822,0,1,0,1
28,0,1,2.12,4,4,34943,1,478,328,1.4,2.6,0,0,148586,1,3,0,1
31,1,2,2.31,3,0,40350,1,539,290,7.4,4.4,0,4,119331,1,1,0,1
31,0,0,3.9,3,3,76901,0,623,309,6.5,2.0,3,0,164596,0,1,0,1
22,1,1,3.09,0,3,116556,0,449,479,3.8,1.1,0,0,152260,1,2,1,1
25,0,1,2.13,8,5,94271,0,382,31,3.5,1.9,0,0,197252,0,2,1,1
34,0,0,3.39,8,5,86540,0,571,340,8.8,6.2,0,1,147796,1,2,1,1
21,0,0,2.12,3,4,116761,0,585,227,3.9,9.1,1,2,78237,0,0,0,0
32,0,4,3.48,9,1,90730,1,428,194,6.3,1.2,0,1,184455,0,3,1,1
21,0,1,3.5,9,5,55994,1,683,344,4.8,1.6,1,2,133303,1,3,1,0
25,1,3,3.3,3,3,43791,0,687,383,5.7,2.5,2,4,182086,1,0,0,1
32,2,3,3.46,6,4,43335,0,729,331,9.0,9.8,3,1,174268,0,0,1,0
33,0,2,2.18,3,3,58498,0,717,452,5.0,2.5,1,4,97238,1,0,1,1
23,1,1,3.45,0,4,35791,0,746,410,8.4,5.2,0,0,186831,0,0,0,0
24,1,3,2.27,8,0,57465,1,668,142,6.4,1.4,1,1,113623,0,1,0,1
23,0,1,2.68,1,5,54816,1,791,494,4.3,8.7,0,1,159925,0,0,0,1
21,1,1,3.89,4,0,43663,1,424,234,1.2,9.5,3,0,154525,1,2,0,0
21,1,3,3.01,3,5,106630,1,547,340,7.0,7.8,3,5,111716,0,1,0,1
32,2,1,3.93,7,3,32400,0,527,100,7.3,6.1,1,4,103208,0,3,0,1
32,0,0,2.18,5,3,119437,1,280,153,9.9,3.2,3,2,188828,1,2,0,0
34,1,2,2.96,6,1,87437,1,300,359,7.4,2.6,3,2,175787,1,3,0,1
33,0,4,2.12,1,3,50394,0,408,330,8.4,5.6,1,2,90946,1,0,1,1
34,0,3,3.26,3,4,116068,0,349,483,2.5,3.6,3,1,106184,0,3,0,1
25,0,4,2.16,3,1,42657,1,391,192,7.9,7.0,0,2,67285,1,1,0,1
26,2,2,2.35,1,4,66736,0,366,69,4.2,3.4,1,2,95855,1,2,0,1
23,1,0,2.52,9,1,45453,0,717,324,9.8,2.5,3,0,137127,0,2,1,1
32,1,0,3.5,3,4,65445,1,288,113,5.1,6.2,0,4,86728,0,2,1,1
29,1,0,2.33,8,1,90705,0,597,404,5.2,7.8,3,1,85812,0,3,1,1
25,0,0,3.69,7,5,93292,1,415,382,5.5,1.7,0,0,89557,1,3,0,1
28,0,3,2.26,0,5,114325,0,356,215,3.8,6.6,2,0,129668,1,2,1,1
33,0,3,2.07,7,1,40300,1,753,43,4.4,8.3,0,1,131118,1,0,1,1
21,0,1,2.79,8,0,54030,0,572,389,4.5,1.1,2,0,95814,0,0,1,1
34,1,1,3.96,7,1,47659,0,751,349,5.6,3.0,2,5,160909,1,2,1,0
25,1,2,2.22,9,0,92005,0,404,236,2.3,3.7,1,1,150182,0,1,1,1
23,0,1,2.2,0,4,61836,0,371,477,6.4,1.1,2,4,61062,1,1,1,1
32,0,2,3.5,7,1,64334,0,272,110,5.9,7.1,2,1,122658,1,2,0,1
21,0,2,2.62,4,0,69065,1,284,416,9.8,4.8,0,0,154846,0,2,1,0
24,0,2,3.43,8,1,57102,0,479,342,8.9,6.8,3,0,166986,1,2,0,0
33,1,0,2.4,8,5,119534,1,740,301,5.2,4.6,3,4,198416,0,0,1,0
25,1,4,2.92,5,5,71875,0,390,427,7.3,2.6,2,4,157448,0,3,1,1
27,1,4,2.53,2,1,84584,0,631,246,6.9,5.6,1,5,133156,1,1,0,1
21,0,3,2.9,6,1,34536,1,531,364,3.1,7.5,1,1,134300,0,2,1,1
23,0,2,3.54,2,3,61335,1,455,71,4.0,2.4,3,2,171141,0,2,1,0
22,0,0,3.52,6,5,51657,0,412,481,1.3,4.2,3,0,105764,1,1,0,0
29,1,1,3.03,7,4,101524,1,674,406,1.9,7.6,1,2,156976,1,1,0,0
30,1,1,3.86,4,1,85450,1,383,41,3.8,6.9,1,0,199858,1,2,0,0
26,0,3,2.53,4,3,95079,0,737,314,8.0,10.0,1,4,82422,0,0,0,0
30,1,3,2.48,3,1,72761,1,744,187,7.4,2.6,2,2,191158,1,2,0,1
23,0,2,3.23,2,5,115713,1,712,28,9.7,4.1,2,0,63437,1,0,0,0
28,1,2,3.24,7,0,97196,0,329,213,4.3,2.8,0,1,152885,0,2,1,0
34,1,1,2.09,5,0,109248,1,342,55,4.1,3.2,1,1,95900,1,2,1,0
28,1,1,3.22,5,5,68861,0,313,307,1.9,2.8,1,1,130548,0,1,1,1
22,1,1,2.75,1,4,52841,0,795,36,8.1,9.9,2,0,150632,1,3,1,1
26,0,1,3.49,3,3,113538,0,759,452,2.5,6.8,3,1,76537,0,0,1,1
27,0,4,3.62,4,1,79745,1,534,427,9.6,1.8,3,5,132761,1,1,0,1
22,0,2,3.1,9,1,97606,0,668,262,3.8,5.7,2,5,167598,1,1,1,0
31,0,2,2.0,4,1,96865,1,442,211,6.8,1.7,0,4,186547,1,1,0,1
30,1,1,3.27,2,3,77704,1,702,307,5.1,4.5,3,2,121237,1,3,0,0
22,1,0,3.5,9,3,52314,1,700,378,3.0,6.8,1,0,181563,0,2,0,1
30,0,1,2.5,4,5,88224,0,608,53,5.1,1.4,1,1,172538,0,2,0,0
21,1,3,2.93,4,3,69793,1,647,139,3.9,1.4,2,1,103258,0,2,0,0
28,0,0,3.93,1,1,31234,0,423,178,6.6,3.3,0,4,193802,0,3,0,0
21,0,3,2.6,4,1,88961,1,276,401,6.0,6.9,3,0,180320,0,1,0,0
29,0,0,2.45,2,3,56719,0,662,46,1.7,9.3,3,0,172458,0,2,0,1
31,0,3,2.42,2,3,117597,1,506,82,1.6,3.4,3,1,198800,0,1,0,0
26,0,1,3.12,4,5,80608,0,787,174,9.7,9.6,0,0,184372,1,1,1,1
27,0,1,3.9,8,0,68247,0,654,333,3.7,5.9,3,1,136995,0,1,0,1
33,0,0,3.22,1,3,32830,1,550,41,1.8,5.5,1,5,105541,0,3,1,0
30,2,3,2.61,8,0,104800,1,662,307,2.6,1.9,0,1,187545,0,0,1,1
27,0,4,3.28,2,4,37754,1,267,267,2.4,9.6,2,4,122888,1,3,1,0
30,0,0,3.25,6,0,119308,0,377,307,2.9,8.1,0,4,71355,0,2,0,0
23,0,0,3.19,0,3,69647,1,363,27,1.4,1.0,3,1,137765,0,2,0,0
22,1,2,2.32,0,1,102709,0,395,49,2.8,8.1,1,0,183154,1,0,1,1
29,0,0,3.27,7,1,80230,1,440,272,9.5,6.0,3,2,94684,0,0,1,1
28,1,4,2.86,8,3,109823,0,780,306,6.1,1.9,2,5,168370,0,2,0,1
33,1,1,2.04,2,5,61563,0,400,399,3.9,7.3,0,2,76763,0,3,1,1
32,1,3,3.08,5,3,67386,0,716,438,8.1,7.0,1,5,112242,0,2,0,0
30,1,2,3.98,2,3,117422,0,403,270,9.1,7.1,1,5,155203,0,0,0,0
27,0,3,2.7,5,5,68263,0,474,463,1.6,8.9,2,0,63046,1,3,0,1
29,0,1,3.93,6,5,34914,1,753,210,4.1,7.8,3,5,196127,0,1,0,0
24,0,0,2.19,4,4,117716,0,306,204,8.4,9.2,0,4,182113,0,1,1,1
33,1,4,3.46,2,4,119272,0,642,282,6.5,4.4,3,4,134724,1,2,0,1
24,0,2,2.23,7,4,79239,0,350,234,7.1,6.1,2,5,188942,1,2,1,1
21,0,4,2.55,4,5,85026,0,452,40,6.0,9.9,0,1,60570,1,3,1,0
28,2,4,3.14,0,0,50835,1,308,246,1.7,6.3,2,2,159147,1,1,1,1
34,0,4,3.19,8,3,47472,0,458,18,8.7,4.8,2,0,103968,0,0,1,1
34,1,4,3.55,2,4,109120,0,265,410,3.1,5.2,3,5,194734,0,1,1,1
32,1,1,3.23,1,0,89582,1,582,110,1.9,7.6,2,5,147088,0,1,1,1
23,0,4,3.19,2,3,83912,0,744,402,4.1,4.3,0,5,154810,1,0,0,0
27,0,4,3.82,6,0,64852,1,569,257,7.7,1.4,1,4,146314,1,0,0,0
32,0,1,2.9,9,1,38930,0,457,16,8.9,9.2,0,4,168086,0,2,1,0
22,1,3,2.45,7,1,62597,0,632,357,6.9,5.3,0,2,131507,1,3,1,0
22,1,1,2.32,1,3,59947,0,530,149,4.2,5.7,2,0,160416,0,1,1,1
27,1,0,2.8,6,0,58526,0,598,456,7.6,4.3,3,5,176317,1,3,1,0
26,1,1,3.43,4,0,57782,1,568,450,7.9,9.3,0,4,157481,0,0,0,1
23,1,3,2.09,8,5,91450,0,290,119,9.3,2.7,1,4,177385,0,2,1,1
29,0,0,2.26,6,4,50813,0,558,211,2.1,4.5,0,1,121181,1,3,0,1
30,0,0,2.21,0,3,47264,0,401,477,2.3,4.4,2,5,121872,1,1,0,0
34,1,2,3.17,0,0,40547,1,706,478,4.9,5.5,2,5,106428,0,1,0,0
33,0,4,2.49,5,4,93046,0,705,387,4.1,9.7,2,0,61875,1,3,0,1
26,0,0,2.33,8,3,54334,1,343,264,8.0,2.8,2,1,74299,0,3,1,1
30,1,0,3.19,0,0,76580,1,640,252,6.3,6.7,3,5,66766,0,0,1,1
30,0,3,3.52,2,1,85889,0,478,99,1.9,6.0,0,4,131691,0,2,0,0
26,1,0,2.66,4,0,67804,0,746,18,5.8,3.4,0,2,106399,0,3,0,0
21,1,3,3.16,3,1,71399,0,720,90,3.6,4.7,0,0,131502,1,0,1,1
24,0,4,2.2,0,1,113966,0,332,25,4.7,4.8,0,5,152668,1,2,1,1
30,1,2,3.87,9,5,88229,0,441,456,1.7,3.1,0,5,122292,1,3,0,0
26,0,2,2.67,3,5,54873,1,705,274,1.3,5.4,1,4,76036,0,3,1,1
26,0,4,4.0,3,4,111501,1,295,24,9.7,2.7,2,2,132802,1,0,0,1
31,0,4,3.96,9,3,36513,0,711,69,7.7,2.9,3,4,174939,0,2,1,1
32,0,1,3.56,3,4,57432,1,350,410,6.9,8.6,0,4,171350,0,3,1,1
25,0,0,2.04,2,5,102936,0,484,330,7.1,9.4,0,2,118942,0,0,0,1
21,0,0,3.09,6,4,62891,1,562,11,6.7,4.5,1,4,165539,0,1,0,0
28,0,0,2.17,0,3,79399,1,611,260,4.4,1.1,3,4,125581,1,0,1,0
25,0,3,3.79,1,3,56061,0,494,10,5.5,9.0,1,4,107131,1,3,1,1
32,1,1,3.58,0,0,64173,0,497,101,9.3,8.1,2,2,134314,1,0,0,0
32,1,0,3.94,3,4,113049,1,512,12,4.3,4.7,3,4,166299,0,3,0,1
32,0,3,3.22,4,5,73889,1,412,74,2.7,6.6,1,2,68586,1,0,0,1
25,0,3,3.04,9,0,116693,0,446,396,1.5,9.2,2,5,182748,0,3,0,0
27,0,2,3.04,4,4,61856,0,791,133,3.3,9.9,1,5,85239,1,0,1,1
24,0,3,2.77,1,3,85865,0,732,235,2.2,5.2,1,4,115667,1,2,1,0
26,1,4,2.94,2,5,65295,1,457,91,6.9,5.2,3,1,196565,0,3,1,1
33,1,3,3.27,3,4,111873,0,385,225,3.1,8.8,1,5,129279,0,0,0,0
24,0,4,3.87,9,3,69277,1,630,480,4.0,7.7,3,2,66337,0,1,1,1
34,0,4,3.19,5,3,73786,1,472,5,1.9,8.2,0,5,167111,0,2,0,0
23,0,2,3.71,5,4,100557,1,269,23,4.9,6.6,1,5,118068,1,0,1,1
27,1,2,3.73,1,4,113838,1,706,184,9.6,4.3,0,4,123050,0,0,1,1
28,0,3,3.04,1,5,71298,0,535,216,5.0,2.7,2,2,133388,0,0,1,1
24,2,2,2.69,8,0,61919,0,695,46,7.8,9.6,1,1,193843,1,1,0,1
33,1,2,3.28,1,3,53847,0,582,130,6.1,2.4,0,2,188782,0,2,1,1
22,0,0,2.89,1,0,99233,0,275,382,3.9,5.0,2,5,91678,0,2,0,1
32,1,3,2.16,2,0,66601,1,694,350,9.5,5.3,2,5,179162,0,0,0,1
30,1,3,2.76,8,3,34450,1,582,74,5.7,9.0,3,4,179929,1,1,0,0
34,1,3,3.99,5,4,117107,1,364,1,7.9,7.4,0,1,120995,1,0,1,1
23,0,2,2.1,5,3,46629,0,265,141,2.1,3.2,2,0,140101,0,2,0,1
21,0,2,3.39,9,0,84947,0,587,444,3.0,2.8,0,1,127193,0,1,0,1
28,1,4,3.68,4,5,110633,0,393,292,5.1,9.5,1,2,90014,0,3,1,0
23,1,1,3.3,6,3,88330,0,786,62,7.9,1.4,3,4,181960,0,2,0,0
32,1,1,3.14,3,5,102572,1,263,63,8.3,9.1,2,0,104595,0,1,1,1
30,1,1,3.42,9,4,84455,1,458,323,9.8,3.0,3,0,93007,1,1,0,1
27,1,0,2.86,9,4,38478,0,270,108,9.6,1.8,0,2,77526,0,3,0,0
30,1,2,2.18,2,5,58883,0,340,236,4.8,3.6,0,4,68646,0,1,1,0
25,0,4,3.92,6,5,41800,1,773,16,5.8,6.0,2,0,115448,0,0,1,1
30,1,4,2.86,9,3,92459,1,271,462,1.2,8.7,3,4,93851,0,0,0,1
25,1,1,3.33,0,4,36839,0,659,424,5.4,7.1,0,2,101640,0,0,1,1
34,1,0,3.06,5,5,71808,1,405,246,1.3,8.0,1,2,82051,1,2,1,1
27,1,0,2.11,1,1,93469,0,408,237,1.1,9.2,1,4,142106,1,2,1,1
29,0,1,3.91,1,3,30334,0,336,304,6.0,1.0,0,2,74249,0,1,1,1
32,1,1,3.59,7,3,112806,0,586,111,9.1,6.9,0,2,162626,0,3,1,0
25,1,2,2.3,2,1,58617,0,656,174,9.7,4.5,2,0,100913,1,2,1,1
21,0,0,3.96,8,4,60369,0,769,5,7.6,6.5,1,4,101532,0,0,1,1
30,0,4,3.47,3,5,47258,1,259,409,7.7,1.5,1,2,94689,0,3,1,0
30,0,1,2.94,5,5,65334,0,279,294,5.0,2.4,0,1,182359,1,0,0,1
21,0,2,3.22,0,4,41878,1,507,182,6.1,7.5,0,1,71519,1,3,1,1
22,0,4,2.21,9,1,91926,0,527,477,6.3,8.9,0,2,119592,0,2,0,1
34,0,0,3.12,9,1,97309,0,382,337,1.6,5.5,0,5,189946,1,2,0,0
26,1,1,2.15,2,1,33753,0,706,457,1.4,2.7,3,1,193476,0,0,1,0
29,1,1,3.09,3,3,67274,0,446,82,2.3,7.6,3,0,93211,1,3,1,1
28,1,2,3.11,4,5,31444,0,525,460,8.2,1.5,2,0,61316,0,0,0,0
33,1,2,3.75,0,0,44646,0,726,429,6.1,7.6,0,0,95172,1,1,0,0
25,0,0,3.45,3,3,36630,1,447,113,6.3,8.3,3,2,189870,1,3,0,0
21,0,1,2.5,4,3,87125,1,573,167,4.1,1.5,0,2,191529,0,1,0,0
33,1,2,3.78,3,5,96103,0,733,156,8.8,4.6,1,1,116707,0,3,0,1
27,0,1,3.15,9,4,93579,1,434,254,9.7,2.1,0,0,130748,0,2,1,0
25,2,0,3.21,9,5,67532,0,782,53,2.9,8.4,1,0,127973,1,0,1,1
26,1,1,2.34,6,4,85788,0,266,310,3.8,8.4,0,5,136490,0,3,0,0
33,1,4,3.72,7,5,62813,0,328,96,4.0,9.3,2,2,177009,0,0,1,0
27,2,1,3.86,7,3,73812,0,276,276,9.7,2.2,1,1,170596,1,2,1,0
23,0,3,3.55,2,1,49190,0,588,488,5.7,7.5,0,1,89573,0,2,0,0
32,0,3,3.88,4,3,105266,0,725,311,6.1,9.0,0,2,196331,1,0,1,1
30,1,0,2.6,9,3,92797,0,360,449,4.3,5.0,0,0,98852,1,0,1,0
23,0,0,3.72,7,0,49167,0,620,204,9.1,4.0,0,4,76512,0,2,1,1
25,1,0,2.98,6,3,53510,0,618,278,2.7,7.4,1,1,89960,1,3,1,1
26,0,4,2.33,8,3,79912,0,728,307,5.1,4.7,0,2,193178,0,3,1,1
29,1,4,3.34,9,3,96196,1,262,456,3.0,5.0,3,0,168675,0,0,0,1
33,1,1,3.37,6,0,101786,0,353,140,6.3,7.5,0,0,167785,1,0,0,1
34,1,2,2.57,1,4,79849,1,481,230,5.9,5.1,3,0,177580,0,2,0,1
32,0,3,2.05,3,0,103502,1,421,187,2.2,8.4,3,5,101870,0,1,0,1
25,0,3,2.4,7,1,44833,0,789,54,8.5,7.3,0,0,146811,1,1,1,0
21,1,3,2.8,8,4,104758,1,718,53,2.1,9.5,1,5,189768,0,1,1,1
34,0,1,2.34,6,0,47208,0,541,88,2.6,5.9,2,2,184469,0,2,0,0
34,1,1,2.39,4,1,96514,0,454,294,3.4,6.9,2,0,182741,0,2,1,1
34,1,0,2.78,0,1,88647,0,797,103,8.3,1.5,3,2,93637,0,2,0,1
24,1,2,3.92,8,5,41988,0,378,489,2.8,8.0,3,1,134645,0,1,1,0
25,1,0,3.53,5,5,97260,1,420,348,3.0,6.6,0,0,184013,0,0,1,1
32,0,1,2.64,1,3,89882,0,746,140,6.9,5.3,0,5,168576,1,0,0,0
30,1,4,3.9,9,4,101756,1,612,351,8.5,9.7,2,1,98303,1,2,1,1
30,1,0,3.29,9,0,108789,0,444,230,7.3,4.6,2,2,163747,0,0,1,0
25,0,1,2.91,1,3,97867,0,793,486,5.8,2.2,2,4,159418,1,0,1,0
27,2,1,2.94,9,4,46031,1,629,348,6.9,3.5,3,2,164939,0,2,1,1
24,0,4,2.82,0,5,53372,0,563,457,5.9,9.2,3,1,193500,0,3,0,0
21,0,4,2.47,3,0,44817,1,685,86,4.2,2.9,2,1,188977,1,2,0,1
34,0,4,2.77,9,1,54439,1,447,263,7.2,9.7,1,1,150459,1,2,1,0
34,2,2,3.06,1,1,33217,1,594,324,7.2,7.1,0,0,147339,1,0,1,1
25,0,1,3.06,9,3,71034,1,533,157,6.7,2.8,2,2,74827,1,2,0,1
27,1,4,3.52,8,3,117890,0,480,383,6.7,1.6,1,2,89752,1,0,1,0
30,1,2,2.72,1,0,117801,1,713,381,3.1,5.3,1,5,197994,0,3,0,1
